pH,Temperature,D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
6.69,21.3,0.45,92.28,0.17,30.33,34.59,249.42,0.98
6.65,21.15,0.47,92.28,0.17,30.06,34.9,245.83,0.98
6.61,21.01,0.49,92.29,0.17,29.95,35.04,242.44,0.98
6.59,20.88,0.51,92.43,0.17,30.16,34.72,239.17,0.98
6.57,20.75,0.53,92.04,0.17,29.98,34.94,236.35,0.98
6.54,20.62,0.56,92.22,0.17,29.89,35.15,234.3,0.98
6.52,20.5,0.59,92.03,0.17,29.65,35.26,232.37,0.98
6.51,20.38,0.61,91.97,0.17,29.95,35.02,230.32,0.98
6.49,20.26,0.63,91.76,0.17,29.86,35.05,228.85,0.98
6.48,20.13,0.66,91.65,0.17,29.85,35.17,227.57,0.98
6.47,20.02,0.69,91.48,0.17,29.77,35.19,226.35,0.98
6.46,19.9,0.7,91.39,0.18,29.77,35.21,225.39,0.98
6.45,19.79,0.73,91.15,0.18,29.86,35.05,224.3,0.98
6.45,19.68,0.75,91.04,0.18,29.79,35.16,223.27,0.98
6.44,19.57,0.77,90.88,0.18,29.69,35.19,222.51,0.98
6.43,19.44,0.79,90.66,0.18,29.85,35.04,221.93,0.98
6.43,19.33,0.81,90.52,0.18,29.78,35.14,221.54,0.98
6.42,19.22,0.84,90.58,0.18,29.62,35.34,221.03,0.98
6.42,19.11,0.86,90.19,0.18,29.69,35.28,220.52,0.98
6.42,18.99,0.88,90.15,0.18,29.85,35.02,219.81,0.98
6.41,18.88,0.91,90.19,0.18,29.69,35.22,219.24,0.98
6.41,18.77,0.94,89.78,0.18,29.77,35.07,219.04,0.98
6.41,18.66,0.96,89.71,0.18,29.62,35.27,218.53,0.98
6.41,18.55,0.99,89.5,0.18,29.7,35.19,217.83,0.98
6.4,18.44,1.02,89.32,0.18,29.77,35.13,217.51,0.98
6.4,18.31,1.05,89.06,0.18,29.83,34.89,217.12,0.98
6.4,18.19,1.07,88.74,0.18,29.82,35.01,216.67,0.98
6.4,18.07,1.1,88.88,0.18,29.82,35.03,215.97,0.98
6.4,17.96,1.14,88.74,0.18,29.65,35.15,215.46,0.98
6.4,17.83,1.17,88.73,0.18,29.77,35.02,215.2,0.98
6.4,17.69,1.21,88.33,0.18,29.66,35.25,214.62,0.98
6.4,17.55,1.24,88.54,0.18,29.63,35.2,214.43,0.98
6.4,17.42,1.28,88.35,0.18,29.84,34.88,213.98,0.98
6.4,17.29,1.32,88.12,0.18,29.74,35.09,213.85,0.99
6.4,17.16,1.36,87.92,0.18,29.72,35.04,213.47,0.99
6.4,17.04,1.41,88.12,0.18,29.65,35.14,213.08,0.99
6.4,16.93,1.44,87.95,0.18,29.74,35.06,212.64,0.99
6.4,16.82,1.49,87.68,0.18,29.67,35.17,212.38,0.99
6.4,16.72,1.53,87.59,0.18,29.67,35.1,212.19,0.99
6.4,16.6,1.57,87.64,0.18,29.75,35.13,211.8,0.99
6.4,16.48,1.61,87.62,0.18,29.68,35.22,211.23,0.99
6.4,16.38,1.65,87.42,0.18,29.51,35.35,210.84,0.99
6.41,16.26,1.68,87.28,0.18,29.61,35.44,210.26,0.99
6.41,16.16,1.72,87,0.18,29.47,35.45,209.94,0.99
6.41,16.06,1.77,86.68,0.18,29.5,35.36,209.94,0.99
6.41,15.97,1.85,86.64,0.18,29.53,35.37,210.33,0.99
6.42,15.88,2,86.38,0.18,29.66,35.36,211.55,0.99
6.42,15.8,2.24,86.15,0.18,29.89,34.96,213.28,0.99
6.43,15.74,2.53,85.29,0.18,29.66,35.19,214.88,0.99
6.45,15.69,2.9,85.22,0.18,29.78,35.21,216.99,0.99
6.46,15.66,3.45,84.87,0.18,29.68,35.31,218.66,0.99
6.47,15.65,4.02,84.95,0.18,29.88,35.01,220.33,0.99
6.5,15.68,4.61,84.77,0.18,30.03,35.08,222.38,0.99
6.54,15.79,5.21,85.17,0.18,30.34,34.46,224.62,0.99
6.58,15.95,5.82,85.5,0.18,30.09,34.5,226.09,0.98
6.63,16.17,6.42,85.83,0.18,30.21,34.06,227.76,0.98
6.69,16.42,7.02,85.86,0.18,29.61,34.73,228.98,0.98
6.76,16.73,7.64,86.01,0.18,29.57,34.62,230.39,0.98
6.84,17.1,8.28,86.51,0.17,29.36,34.84,230.64,0.98
6.94,17.51,8.93,86.91,0.17,29.42,34.85,230.45,0.98
7.05,17.95,9.58,86.81,0.17,29.53,34.73,231.8,0.98
7.18,18.42,10.24,87.23,0.17,29.73,34.26,234.36,0.98
7.31,18.91,10.84,87.32,0.17,29.9,34.07,236.28,0.98
7.42,19.37,11.32,87.82,0.17,29.83,33.98,239.94,0.97
7.52,19.84,11.72,88.62,0.17,29.93,33.89,245.13,0.97
7.6,20.3,12.01,88.83,0.17,30.05,33.65,250.13,0.97
7.66,20.73,12.19,89.07,0.17,29.86,33.85,256.28,0.97
7.72,21.16,12.29,89.42,0.17,30.18,33.48,261.21,0.97
7.75,21.56,12.34,90.14,0.17,30.07,33.64,266.21,0.97
7.77,21.94,12.31,90.54,0.17,30.32,33.32,271.79,0.97
7.77,22.28,12.21,91.25,0.17,30.26,33.47,275.76,0.97
7.77,22.58,12.04,91.72,0.17,30.13,33.5,281.66,0.97
7.76,22.83,11.83,92.09,0.17,30.1,33.44,285.31,0.97
7.74,22.98,11.63,92.59,0.17,30.3,33.11,288.45,0.97
7.72,23.07,11.56,93.08,0.17,30.15,33.31,290.95,0.97
7.7,23.13,11.32,93.5,0.17,30.39,33.05,292.94,0.97
7.68,23.13,10.99,93.87,0.17,30.44,33.07,293.77,0.97
7.66,23.11,10.66,94.33,0.17,30.41,32.89,294.92,0.97
7.64,23.03,10.27,94.36,0.17,30.66,32.74,295.69,0.97
7.61,22.93,9.88,94.67,0.17,30.59,32.75,295.5,0.97
7.58,22.82,9.49,94.57,0.17,30.83,32.49,295.88,0.97
7.54,22.65,9.08,94.69,0.16,30.83,32.48,295.24,0.97
7.51,22.48,8.69,94.7,0.16,30.6,32.71,294.47,0.97
7.47,22.31,8.35,94.62,0.17,30.49,32.88,294.73,0.97
7.43,22.12,7.94,94.28,0.16,30.86,32.56,295.05,0.97
7.37,21.93,7.41,94.43,0.16,30.81,32.57,294.02,0.97
7.3,21.73,6.8,94.23,0.17,30.99,32.35,293.19,0.98
7.24,21.51,6.15,93.8,0.16,30.99,32.48,291.97,0.98
7.15,21.29,5.44,93.62,0.16,31.07,32.44,289.35,0.98
7.07,21.06,4.65,93.22,0.16,31.09,32.47,286.91,0.98
6.99,20.85,3.87,93,0.16,31.03,32.58,283.77,0.98
6.9,20.64,3.16,93.05,0.17,30.91,32.77,279.93,0.98
6.84,20.43,2.62,93.05,0.17,30.86,32.87,275.57,0.98
6.78,20.23,2.23,92.88,0.17,31.01,32.8,271.79,0.98
6.73,20.05,1.94,92.82,0.17,30.84,32.96,267.88,0.98
6.68,19.88,1.73,92.99,0.17,30.7,33.02,263.84,0.98
6.64,19.71,1.59,93.09,0.17,30.56,33.33,259.93,0.98
6.61,19.56,1.49,92.97,0.17,30.67,33.22,256.34,0.98
6.58,19.41,1.42,92.95,0.17,30.64,33.26,253.27,0.98
6.55,19.27,1.39,92.79,0.17,30.7,33.3,250.25,0.98
6.53,19.15,1.36,92.63,0.17,30.46,33.49,247.69,0.98
6.51,19.04,1.35,92.68,0.17,30.55,33.34,245.13,0.98
6.49,18.93,1.35,92.54,0.17,30.5,33.42,242.31,0.98
6.47,18.84,1.36,92.67,0.17,30.64,33.4,239.49,0.98
6.46,18.77,1.37,92.35,0.17,30.57,33.54,237.69,0.98
6.45,18.72,1.39,92.67,0.17,30.56,33.6,236.03,0.98
6.44,18.65,1.41,92.49,0.17,30.39,33.75,234.3,0.98
6.43,18.59,1.43,92.5,0.17,30.44,33.73,232.63,0.98
6.42,18.51,1.46,92.56,0.17,30.26,33.89,231.35,0.99
6.41,18.44,1.48,92.23,0.17,30.38,33.79,230.13,0.99
6.4,18.36,1.51,91.92,0.17,30.43,33.79,228.79,0.99
6.4,18.28,1.54,91.93,0.18,30.25,34.03,227.25,0.99
6.39,18.2,1.57,92.03,0.17,30.39,33.92,226.41,0.99
6.39,18.14,1.6,91.83,0.18,30.35,34.04,225.84,0.99
6.39,18.11,1.63,91.46,0.18,30.24,34.14,224.75,0.99
6.38,18.09,1.66,91.75,0.18,30.14,34.25,223.98,0.99
6.38,18.07,1.68,91.66,0.18,30.35,34.09,222.89,0.99
6.38,18.05,1.71,91.38,0.18,30.25,34.28,222.38,0.99
6.38,18.03,1.73,91.38,0.18,30.19,34.41,221.1,0.99
6.37,17.99,1.74,91.01,0.18,30.28,34.38,220.45,0.99
6.37,17.94,1.76,91.15,0.18,30.2,34.34,219.69,0.99
6.37,17.89,1.78,90.72,0.18,30.2,34.31,218.72,0.99
6.37,17.83,1.8,90.83,0.18,30.27,34.37,217.96,0.99
6.37,17.77,1.82,90.77,0.18,30.26,34.44,216.99,0.99
6.37,17.7,1.84,90.4,0.18,30.18,34.49,216.29,0.99
6.36,17.65,1.87,90.96,0.18,30.35,34.36,215.01,0.99
6.36,17.6,1.88,90.53,0.18,30.12,34.58,213.73,0.99
6.36,17.55,1.91,90.23,0.18,30.13,34.63,213.66,0.99
6.36,17.49,1.93,90.18,0.18,30.2,34.61,212.83,0.99
6.36,17.43,1.95,90.12,0.18,30.18,34.67,212.12,0.99
6.36,17.37,1.96,89.86,0.18,30.15,34.67,211.93,0.99
6.36,17.28,1.98,89.9,0.18,30.26,34.58,211.55,0.99
6.36,17.19,2.01,90.16,0.18,30.06,34.84,211.03,0.99
6.36,17.11,2.04,89.7,0.18,30.02,34.83,210.2,0.99
6.36,17.02,2.08,89.7,0.18,30.07,34.83,209.88,0.99
6.37,16.94,2.11,89,0.18,30.06,34.89,209.3,0.99
6.37,16.88,2.14,89.15,0.18,30.13,34.86,208.85,0.99
6.37,16.82,2.17,89.07,0.18,29.97,35.01,208.41,0.99
6.37,16.76,2.21,89.05,0.18,30.15,34.96,208.09,0.99
6.37,16.72,2.24,88.97,0.18,29.93,35.19,207.45,0.99
6.38,16.68,2.28,88.78,0.18,30.11,34.97,207,0.99
6.37,16.63,2.38,88.93,0.18,30.04,35.11,207.06,0.99
6.38,16.58,2.56,88.88,0.18,29.99,35.15,207.77,0.99
6.39,16.54,2.86,87.6,0.18,30.1,35.08,209.5,0.99
6.4,16.51,3.25,87.74,0.18,30.16,35.01,211.1,0.99
6.42,16.5,3.8,86.9,0.18,30.15,35.01,212.12,0.99
6.43,16.49,4.56,87.32,0.18,30.16,34.99,213.41,0.99
6.44,16.5,5.36,87.07,0.18,30.48,34.58,214.81,0.99
6.47,16.55,6.2,87.56,0.18,30.53,34.21,222.76,0.99
6.54,16.82,7.71,87.27,0.18,30.61,33.81,227.18,0.99
6.58,17.04,8.63,87.61,0.17,30.31,34,225.13,0.99
6.64,17.29,9.44,87.74,0.17,30.19,34.23,225.9,0.99
6.71,17.6,10.36,87.97,0.17,29.86,34.55,226.86,0.98
6.79,17.99,11.44,87.82,0.17,29.75,34.57,227.95,0.98
6.89,18.42,12.44,88.22,0.17,29.44,34.94,228.02,0.98
6.97,18.75,13.03,88.5,0.17,29.73,34.6,229.36,0.98
7.08,19.19,13.84,88.82,0.17,29.87,34.31,231.16,0.98
7.18,19.58,14.41,89.47,0.17,29.86,34.26,234.3,0.98
7.29,20.08,15.09,89.78,0.17,30.06,34.1,237.95,0.98
7.39,20.62,15.64,90.12,0.17,30.22,33.95,242.44,0.98
7.48,21.14,15.82,90.43,0.17,30.36,33.7,246.28,0.97
7.56,21.69,16.13,90.93,0.17,30.4,33.67,252.43,0.97
7.59,22.18,16.21,91.31,0.17,30.34,33.61,257.56,0.97
7.63,22.7,16.09,91.87,0.17,30.46,33.59,264.16,0.97
7.64,23.18,15.77,92.31,0.17,30.55,33.47,270.76,0.97
7.63,23.59,16.08,92.86,0.17,30.8,33.23,276.34,0.97
7.62,23.94,15.58,93.35,0.17,30.81,33.05,280.76,0.97
7.6,24.24,15.47,93.93,0.17,30.87,33.01,284.16,0.97
7.6,24.56,14.85,94.46,0.17,30.95,32.97,287.04,0.97
7.58,24.78,14.23,94.95,0.17,31.05,32.88,289.35,0.97
7.55,24.98,13.81,95.2,0.17,31.2,32.79,291.72,0.97
7.52,25.08,13.13,95.67,0.17,31.16,32.88,292.55,0.97
7.49,25.16,12.84,95.68,0.17,31.35,32.69,292.94,0.97
7.46,25.18,12.16,95.73,0.17,31.42,32.59,293.19,0.97
7.42,25.12,11.61,95.8,0.17,31.68,32.47,292.29,0.97
7.39,25.08,11.18,96.07,0.16,31.87,32.23,291.4,0.97
7.37,24.98,10.76,96.02,0.16,31.82,32.23,290.44,0.97
7.32,24.89,10.27,96.03,0.16,32.04,31.94,289.47,0.97
7.28,24.76,9.8,96.05,0.16,32.09,31.94,290.69,0.97
7.24,24.57,9.33,96,0.16,32.12,31.89,289.35,0.97
7.17,24.35,8.85,95.96,0.16,32.38,31.68,287.1,0.98
7.11,24.14,8.38,95.74,0.16,32.23,31.79,283.9,0.98
7.05,23.92,7.87,95.54,0.16,32.31,31.67,282.23,0.98
6.97,23.69,7.3,95.42,0.16,32.53,31.49,279.35,0.98
6.88,23.44,6.64,95.08,0.16,32.44,31.62,277.04,0.98
6.81,23.21,6,95.2,0.16,32.35,31.66,273,0.98
6.73,22.98,5.35,95.06,0.17,32.38,31.77,268.52,0.98
6.66,22.77,4.75,95.1,0.17,32.26,31.96,263.07,0.98
6.61,22.57,4.25,95.07,0.17,32.23,32.05,258.26,0.98
6.55,22.38,3.84,95.24,0.17,32.11,32.14,253.59,0.98
6.51,22.19,3.52,95.09,0.17,32,32.23,249.1,0.98
6.47,21.99,3.28,95.46,0.17,32.08,32.22,245.19,0.98
6.44,21.82,3.09,95.53,0.17,32,32.29,241.92,0.98
6.42,21.65,2.95,95.56,0.17,31.85,32.44,237.89,0.98
6.4,21.49,2.86,95.61,0.17,31.87,32.42,235,0.98
6.38,21.34,2.81,95.55,0.17,31.9,32.47,232.76,0.98
6.36,21.18,2.79,95.46,0.17,31.78,32.6,230.64,0.99
6.35,21.04,2.78,95.25,0.17,31.75,32.64,228.4,0.99
6.34,20.91,2.8,95.04,0.17,31.66,32.66,226.67,0.99
6.32,20.79,2.84,94.78,0.17,31.67,32.84,225.13,0.99
6.31,20.68,2.89,95.01,0.17,31.76,32.78,223.72,0.99
6.31,20.57,2.94,94.42,0.17,31.76,32.71,222.83,0.99
6.3,20.46,3.01,94.48,0.17,31.69,32.8,221.54,0.99
6.3,20.36,3.09,94.16,0.17,31.72,32.81,220.13,0.99
6.29,20.26,3.17,94.06,0.18,31.6,33.06,219.37,0.99
6.29,20.17,3.26,93.85,0.18,31.63,33.05,218.79,0.99
6.29,20.09,3.35,93.87,0.17,31.51,33.13,217.7,0.99
6.28,20,3.44,93.74,0.17,31.64,33.13,216.99,0.99
6.28,19.92,3.53,93.5,0.18,31.52,33.28,216.87,0.99
6.28,19.84,3.63,93.35,0.18,31.59,33.27,215.84,0.99
6.27,19.77,3.73,93.17,0.18,31.64,33.16,214.62,0.99
6.27,19.69,3.82,93.06,0.18,31.62,33.23,213.28,0.99
6.27,19.62,3.91,92.97,0.18,31.49,33.31,213.08,0.99
6.27,19.54,4,92.77,0.18,31.51,33.41,212.96,0.99
6.26,19.43,4.09,92.72,0.17,31.54,33.41,212.89,0.99
6.26,19.34,4.18,92.52,0.18,31.39,33.51,212.96,0.99
6.26,19.24,4.27,92.49,0.18,31.55,33.36,209.88,0.99
6.26,19.12,4.36,92.34,0.18,31.4,33.45,208.47,0.99
6.26,19.02,4.44,92.27,0.18,31.66,33.3,207.51,0.99
6.26,18.91,4.52,92.04,0.18,31.47,33.54,206.87,0.99
6.26,18.84,4.59,91.98,0.18,31.52,33.53,206.04,0.99
6.26,18.76,4.67,91.79,0.18,31.42,33.59,205.59,0.99
6.26,18.69,4.73,91.7,0.18,31.4,33.66,207.25,0.99
6.26,18.61,4.8,91.2,0.18,31.39,33.72,207.38,0.99
6.26,18.55,4.87,91.26,0.18,31.31,33.86,207.06,0.99
6.26,18.49,4.93,91.72,0.18,31.22,33.83,206.42,0.99
6.26,18.43,4.99,91.1,0.18,31.38,33.8,206.36,0.99
6.26,18.38,5.04,91.2,0.18,31.28,33.87,205.14,0.99
6.26,18.31,5.1,90.74,0.18,31.41,33.77,204.69,0.99
6.26,18.23,5.16,90.8,0.18,31.21,33.94,204.18,0.99
6.26,18.14,5.22,90.54,0.18,31.33,34.02,203.92,0.99
6.26,18.06,5.29,90.39,0.18,31.29,34.01,203.34,0.99
6.26,17.97,5.35,90.43,0.18,31.16,34.18,202.83,0.99
6.26,17.89,5.42,90.32,0.18,31.21,34.08,201.87,0.99
6.26,17.81,5.49,90.02,0.18,31.14,34.14,201.23,0.99
6.27,17.75,5.57,89.97,0.18,31.25,34.08,201.04,0.99
6.27,17.72,5.67,89.71,0.18,31.14,34.29,202.96,0.99
6.28,17.7,5.87,89.4,0.18,31.13,34.39,203.6,0.99
6.28,17.69,6.21,88.89,0.18,31.13,34.3,204.63,0.99
6.29,17.69,6.7,87.99,0.17,31.4,34.2,206.16,0.99
6.31,17.71,7.51,88.27,0.18,31.69,33.89,208.21,0.99
6.34,17.74,8.53,88.52,0.18,31.66,33.85,210.33,0.99
6.35,17.78,9.44,88.63,0.17,31.85,33.42,212.32,0.99
6.38,17.84,10.29,88.6,0.17,31.95,33.09,214.11,0.99
6.41,17.91,10.82,88.91,0.17,31.98,32.82,216.16,0.99
6.47,18.11,11.13,88.76,0.17,31.78,33.05,216.35,0.99
6.52,18.31,11.15,88.94,0.17,31.83,32.85,216.8,0.99
6.59,18.52,11.16,89.2,0.17,31.44,33.04,218.47,0.99
6.66,18.76,11.13,89.1,0.17,31.16,33.29,220.2,0.99
6.74,19.14,11.12,89.72,0.17,31.06,33.31,220.52,0.99
6.82,19.46,11.06,89.66,0.17,30.96,33.5,222.12,0.99
6.92,19.9,11,89.93,0.17,30.92,33.56,223.59,0.98
7.03,20.38,10.9,90.32,0.17,31.21,33.27,226.67,0.98
7.11,20.88,10.78,90.15,0.17,31.22,33.38,227.63,0.98
7.19,21.4,10.66,90.69,0.17,31.05,33.59,232.37,0.98
7.25,21.91,10.51,90.77,0.17,31.37,33.21,238.08,0.98
7.32,22.41,10.35,91.38,0.17,31.25,33.36,245.26,0.98
7.34,22.89,10.16,91.74,0.17,31.41,33.02,252.56,0.98
7.34,23.35,9.96,92.12,0.17,31.56,32.87,259.03,0.98
7.36,23.8,9.76,92.33,0.17,31.58,32.83,264.74,0.98
7.35,24.21,9.56,92.97,0.17,31.78,32.67,269.16,0.98
7.34,24.58,9.35,93.51,0.17,31.93,32.54,270.89,0.98
7.34,24.92,9.14,93.8,0.17,31.97,32.51,273.84,0.98
7.33,25.23,8.94,94.6,0.17,32.09,32.37,278.32,0.98
7.33,25.48,8.75,94.45,0.17,32.3,32.11,277.62,0.98
7.31,25.69,8.55,94.9,0.17,32.12,32.28,277.68,0.98
7.28,25.85,8.38,95.15,0.17,32.22,32.34,277.68,0.98
7.27,25.97,8.22,95.23,0.16,32.21,32.38,275.12,0.98
7.25,26.02,8.07,95.06,0.16,32.38,32.22,274.93,0.98
7.22,26.02,7.94,95.03,0.16,32.43,32.32,275.06,0.98
7.21,26,7.83,95.1,0.16,31.69,32.95,272.68,0.98
7.18,25.94,7.74,95.3,0.16,32.11,32.5,271.66,0.98
7.15,25.89,7.66,95.13,0.16,32.3,32.5,269.93,0.98
7.14,25.79,7.6,95.11,0.16,32.37,32.37,268.77,0.98
7.11,25.67,7.54,94.96,0.16,32.66,32.09,267.3,0.98
7.05,25.53,7.5,94.83,0.16,32.78,32.06,267.62,0.98
7.01,25.38,7.46,94.65,0.16,32.69,32.05,267.69,0.98
6.97,25.21,7.39,94.49,0.16,32.58,32.14,266.34,0.98
6.88,25.02,7.21,94.05,0.16,32.56,32.14,263.9,0.98
6.8,24.83,6.97,93.91,0.16,32.78,32.08,261.15,0.98
6.71,24.64,6.65,93.8,0.16,32.68,32.17,256.73,0.99
6.64,24.46,6.29,93.83,0.17,32.73,32.27,251.28,0.99
6.57,24.27,5.89,93.54,0.16,32.87,32.2,246.6,0.99
6.51,24.08,5.5,93.63,0.17,32.68,32.37,240.19,0.99
6.47,23.89,5.16,93.4,0.17,32.58,32.45,234.17,0.99
6.43,23.71,4.89,93.4,0.17,32.57,32.53,228.91,0.99
6.4,23.53,4.67,93.32,0.17,32.48,32.7,226.8,0.99
6.36,23.35,4.51,93.35,0.17,32.56,32.53,220.58,0.99
6.34,23.18,4.39,93.08,0.17,32.48,32.59,217.57,0.99
6.32,23.01,4.3,92.91,0.17,32.33,32.91,214.3,0.99
6.3,22.85,4.26,92.66,0.17,32.36,32.71,211.61,0.99
6.29,22.7,4.24,92.59,0.17,32.74,32.43,209.94,0.99
6.28,22.56,4.24,92.08,0.17,32.37,32.89,207.45,0.99
6.27,22.42,4.26,92.18,0.17,32.26,33.1,206.29,0.99
6.27,22.28,4.29,91.79,0.17,32.48,32.8,205.39,0.99
6.25,22.15,4.34,91.57,0.17,32.37,32.92,204.5,0.99
6.25,22.02,4.4,91.12,0.17,32.34,33.05,202.9,0.99
6.25,21.88,4.47,91.1,0.17,32.39,33.09,202.25,0.99
6.24,21.75,4.54,91.03,0.17,32.3,33.28,200.78,0.99
6.24,21.63,4.62,90.43,0.17,32.37,33.14,200.2,0.99
6.23,21.51,4.7,90.19,0.17,32.19,33.34,199.37,1
6.23,21.38,4.78,89.89,0.17,32.17,33.37,198.6,1
6.23,21.25,4.86,89.78,0.17,32.13,33.5,197.58,1
6.23,21.12,4.95,89.51,0.17,32.36,33.28,197,1
6.23,20.98,5.04,89.21,0.17,32.17,33.49,196.36,1
6.23,20.85,5.12,89.2,0.17,32.25,33.43,196.49,1
6.23,20.74,5.22,88.92,0.17,32.18,33.7,196.04,1
6.22,20.63,5.31,88.9,0.17,32.13,33.62,195.85,1
6.23,20.54,5.4,88.45,0.17,32.15,33.7,197.32,1
6.23,20.45,5.49,88.24,0.17,32.18,33.8,197.26,1
6.23,20.35,5.57,88.14,0.17,32.19,33.72,197.06,1
6.23,20.25,5.66,87.92,0.18,32.21,33.9,191.94,1
6.22,20.14,5.74,87.73,0.18,32.15,33.91,190.78,1
6.23,20.04,5.82,87.47,0.17,32.15,33.85,189.76,1
6.23,19.93,5.9,87.27,0.18,32.15,33.78,193.22,1
6.22,19.81,5.98,87.38,0.18,32.15,33.89,194.82,1
6.23,19.7,6.06,86.99,0.18,32.24,33.92,194.44,1
6.23,19.59,6.13,86.7,0.18,32.06,33.94,194.05,1
6.22,19.47,6.2,86.73,0.18,32.13,33.97,194.12,1
6.22,19.35,6.28,86.72,0.18,31.97,34.07,193.6,1
6.23,19.23,6.35,86.6,0.18,32.16,33.9,192.9,1
6.23,19.14,6.42,86.19,0.18,32.04,33.98,192.58,1
6.22,19.06,6.49,85.92,0.18,31.93,34.31,192.13,1
6.22,18.99,6.56,85.94,0.18,32.08,34.03,191.42,1
6.22,18.91,6.62,85.65,0.18,31.81,34.45,190.72,1
6.22,18.84,6.69,85.63,0.18,31.8,34.52,190.72,1
6.22,18.78,6.75,85.36,0.18,31.81,34.47,190.46,1
6.23,18.73,6.81,84.9,0.18,31.92,34.43,190.21,1
6.23,18.69,6.86,84.93,0.18,31.6,34.82,189.89,1
6.23,18.64,6.92,84.84,0.18,31.71,34.69,188.6,1
6.23,18.6,6.97,84.53,0.18,31.73,34.73,188.41,1
6.23,18.56,7.03,84.2,0.18,31.83,34.6,188.6,1
6.23,18.51,7.13,84.01,0.18,31.79,34.72,188.6,1
6.23,18.48,7.31,83.63,0.18,31.68,35.01,189.31,1
6.24,18.47,7.62,83.01,0.18,31.74,34.93,190.78,1
6.25,18.46,8.07,82.06,0.17,32,34.75,191.55,1
6.26,18.46,8.68,81.97,0.17,32.04,34.72,193.15,1
6.27,18.49,9.39,81.52,0.17,32.1,34.76,194.76,1
6.29,18.53,10.06,82,0.17,32.18,34.52,195.53,1
6.31,18.58,10.64,82.12,0.17,32.46,34.17,199.82,1
6.33,18.66,10.96,82.39,0.17,32.62,33.8,202.13,1
6.37,18.77,11.06,82.46,0.17,32.66,33.48,204.11,1
6.41,18.91,11.14,82.59,0.17,32.64,33.41,206.36,1
6.46,19.07,11.19,82.62,0.17,32.56,33.41,207.45,1
6.51,19.24,10.09,82.62,0.17,32.25,33.4,208.34,1
6.57,19.43,0.48,82.78,0.17,32.27,33.31,209.3,1
6.63,19.61,0.03,82.88,0.17,32.14,33.37,209.82,1
6.68,19.81,0.03,82.91,0.17,32.07,33.32,210.78,1
6.76,20.05,0.04,83.23,0.17,31.97,33.4,211.23,1
6.83,20.32,0.05,83.3,0.17,31.85,33.49,211.8,0.99
6.9,20.59,0.06,83.46,0.16,31.75,33.61,212.57,0.99
6.98,20.91,0.06,83.49,0.16,32.06,33.26,215.46,0.99
7.06,21.3,0.07,84.13,0.16,31.84,33.6,218.08,0.99
7.11,21.66,0.07,84.24,0.16,31.82,33.61,223.15,0.99
7.15,22.11,0.07,84.53,0.16,31.84,33.57,228.98,0.99
7.19,22.52,0.07,84.68,0.16,31.9,33.59,237.63,0.99
7.21,22.96,0.07,84.97,0.16,32.08,33.47,245.06,0.99
7.18,23.36,0.06,85.18,0.16,32.04,33.55,250.57,0.99
7.18,23.74,0.05,85.73,0.16,32.35,33.25,255.77,0.99
7.17,24.07,0.05,86.07,0.16,32.37,33.24,259.67,0.99
7.16,24.37,0.04,86.4,0.16,32.23,33.43,262.3,0.99
7.16,24.61,0.03,86.59,0.16,32.43,33.25,264.87,0.99
7.15,24.8,0.03,86.87,0.16,32.48,33.21,266.4,0.99
7.14,24.95,0.02,86.98,0.16,32.63,33.2,265.51,0.99
7.13,25.06,0.02,87.12,0.16,32.91,32.88,265.83,0.99
7.12,25.13,0.02,87.15,0.16,32.68,33.04,267.11,0.99
7.09,25.15,0.02,87.19,0.16,33.04,32.74,268.58,0.99
7.07,25.11,0.02,87.13,0.16,33.12,32.63,268.2,0.99
7.03,25.05,0.02,87.09,0.16,33.26,32.53,268.2,0.99
7.01,24.97,0.02,87.03,0.16,33.19,32.63,265.63,0.99
6.97,24.87,0.01,87.06,0.16,33.39,32.47,261.85,0.99
6.94,24.77,0.01,86.91,0.16,33.45,32.43,258.65,0.99
6.89,24.64,0.01,86.7,0.16,33.46,32.53,254.74,0.99
6.86,24.53,0.01,87.19,0.16,33.68,32.24,251.54,0.99
6.81,24.4,0.01,86.86,0.16,33.69,32.32,247.88,1
6.73,24.23,0.01,86.3,0.16,33.69,32.39,243.27,1
6.65,24.05,0.01,86.3,0.16,33.75,32.49,238.65,1
6.58,23.86,0.01,86.3,0.16,33.55,32.58,233.08,1
6.52,23.68,0.01,86.23,0.16,33.62,32.67,226.93,1
6.46,23.5,0.01,86.35,0.16,33.45,32.83,221.86,1
6.41,23.32,0.01,86.23,0.16,33.44,32.83,216.99,1
6.37,23.14,0.01,86.39,0.17,33.35,32.91,212.44,1
6.34,22.97,0.01,86.68,0.17,33.27,33.06,208.09,1
6.32,22.8,0.01,86.75,0.17,33.2,33.05,203.92,1
6.3,22.64,0.01,86.83,0.17,33.13,33.2,200.52,1
6.27,22.48,0.01,86.61,0.17,33.14,33.1,197.19,1
6.25,22.31,0.01,86.8,0.17,33.08,33.41,194.63,1
6.25,22.16,0.01,86.68,0.17,33.01,33.48,192.58,1
6.23,22,0,86.59,0.17,33.12,33.36,190.46,1
6.22,21.84,0.01,86.31,0.17,33.16,33.33,188.86,1
6.22,21.7,0,86.36,0.17,33.11,33.47,186.62,1
