Date,pH,Temperature (°C),D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
44101.75764,6.90255,19.2768,2.06362,89.5579,0.210856,64.1168,13.9887,152.908,1.11972
44101.76806,6.86577,19.0156,2.00387,89.5177,0.215077,63.9827,14.0362,153.356,1.12052
44101.77847,6.82778,18.7835,1.98355,89.4644,0.21314,64.1616,13.9754,152.716,1.1212
44101.78889,6.80237,18.5449,1.9846,89.6535,0.211296,64.5226,13.9204,151.242,1.12177
44101.79931,6.77577,18.3065,1.99909,89.6327,0.213043,64.4212,14.0027,149.511,1.12244
44101.80972,6.74798,18.0835,2.03061,89.4868,0.212621,64.3243,14.0062,150.409,1.1228
44101.82014,6.73398,17.8635,2.07823,89.3099,0.212542,64.4493,14.0064,150.473,1.12334
44101.83056,6.7119,17.6641,2.12232,89.1306,0.215101,64.5988,13.9608,150.216,1.12389
44101.84097,6.69673,17.4744,2.17517,88.9705,0.213364,64.4555,14.0277,149.768,1.12428
44101.85139,6.68731,17.2972,2.23073,88.9597,0.215097,64.7106,13.9755,149.383,1.12474
44101.86181,6.66868,17.1487,2.28574,89.053,0.21404,64.7192,13.9454,149.768,1.12497
44101.87222,6.66046,17.0247,2.33394,88.5835,0.211711,64.9133,13.952,149.832,1.12524
44101.88264,6.65455,16.9118,2.3786,88.1727,0.215747,64.8127,13.9889,150.152,1.12536
44101.89306,6.64288,16.8138,2.41216,88.0798,0.213544,64.8551,13.9545,150.537,1.12535
44101.90347,6.63696,16.7049,2.43658,88.0023,0.215742,64.9018,13.9545,150.601,1.1256
44101.91389,6.62758,16.5989,2.46929,88.1058,0.214387,64.4608,14.0241,150.409,1.12568
44101.92431,6.63208,16.501,2.49943,87.9215,0.213753,64.6357,13.9971,151.434,1.12587
44101.93472,6.62846,16.38,2.52886,87.7417,0.213269,64.6322,13.9678,151.434,1.12602
44101.94514,6.6225,16.2537,2.55511,87.8069,0.216985,64.4538,14.0511,152.587,1.12615
44101.95556,6.62466,16.1288,2.58246,87.2233,0.21643,64.3752,13.991,151.754,1.12628
44101.96597,6.6233,15.9767,2.61023,87.3536,0.216003,64.6315,13.9786,152.203,1.12673
44101.97639,6.61962,15.822,2.64923,87.5045,0.215964,64.3963,13.9892,152.972,1.12703
44101.98681,6.61595,15.6768,2.67989,86.9635,0.217185,64.3565,14.0401,152.972,1.12722
44101.99722,6.61345,15.5399,2.71698,86.7326,0.22205,64.5103,13.9801,152.075,1.12736
44102.00764,6.60747,15.4097,2.75178,86.4048,0.215997,64.4992,14.0234,152.459,1.12768
44102.01806,6.61426,15.2837,2.78785,86.4252,0.217877,64.4907,14.0333,152.716,1.12777
44102.02847,6.6141,15.1577,2.82768,86.3108,0.217505,64.5083,14.0418,152.267,1.128
44102.03889,6.61394,15.0398,2.86026,85.8698,0.21732,64.8809,13.972,152.395,1.12824
44102.04931,6.61612,14.9287,2.89248,86.2129,0.223296,64.4049,14.1221,151.883,1.12838
44102.05972,6.61131,14.819,2.93092,85.7301,0.222404,64.46,14.0887,151.562,1.12856
44102.07014,6.61234,14.7161,2.96013,85.4363,0.222424,64.564,14.0855,152.011,1.12866
44102.08056,6.6099,14.6307,2.98871,85.5735,0.219155,64.5029,14.0382,151.818,1.12878
44102.09097,6.61211,14.5468,3.01365,84.9953,0.219625,64.6543,14.0654,151.69,1.12879
44102.10139,6.61086,14.4791,3.04094,85.0012,0.218932,64.1134,14.1674,151.306,1.1286
44102.11181,6.62008,14.406,3.06799,84.7479,0.231773,64.2586,14.122,150.665,1.1287
44102.12222,6.62581,14.3356,3.09552,84.5532,0.217871,64.5414,14.1177,150.921,1.12873
44102.13264,6.6292,14.2531,3.12043,84.2983,0.218564,64.1282,14.1447,150.473,1.12874
44102.14306,6.63142,14.1664,3.15236,84.4168,0.220887,64.7069,14.0359,150.024,1.1287
44102.15347,6.6383,14.0676,3.18421,84.2728,0.217654,64.085,14.1855,149.255,1.12877
44102.16389,6.64167,13.9648,3.21706,84.1087,0.217641,64.1272,14.1896,149.063,1.12889
44102.17431,6.65204,13.8592,3.24743,84.0548,0.218836,64.1576,14.1554,149.063,1.12893
44102.18472,6.65541,13.7483,3.28419,83.8384,0.216774,64.2495,14.1536,148.742,1.12902
44102.19514,6.66231,13.6549,3.32199,83.7342,0.21766,64.1756,14.1548,148.101,1.12902
44102.20556,6.6739,13.5683,3.36116,83.5764,0.217247,64.1127,14.1877,147.909,1.12906
44102.21597,6.67614,13.4844,3.40254,83.7148,0.221891,63.9059,14.2543,147.845,1.12911
44102.22639,6.6819,13.4099,3.44567,83.6038,0.21825,64.0371,14.251,147.717,1.1291
44102.23681,6.68533,13.3355,3.47355,83.5171,0.217542,63.84,14.2797,147.204,1.12899
44102.24722,6.68524,13.2611,3.52944,83.2096,0.219065,63.8386,14.2684,147.012,1.12907
44102.25764,6.69805,13.2002,3.60424,83.1106,0.218613,63.8667,14.2895,148.358,1.12896
44102.26806,6.70853,13.1474,3.70743,83.0042,0.219134,63.5584,14.3479,149.511,1.12888
44102.27847,6.71901,13.0987,3.81977,82.5089,0.219083,64.1274,14.2509,150.473,1.12879
44102.28889,6.73185,13.0594,3.94265,82.2798,0.219252,64.0677,14.2619,150.537,1.12865
44102.29931,6.73886,13.0378,4.16943,82.1831,0.219272,63.743,14.3306,151.498,1.12831
44102.30972,6.75994,13.0446,4.42887,82.2673,0.226019,63.5549,14.3518,151.754,1.12802
44102.32014,6.7752,13.1001,4.67213,82.2174,0.219164,63.7517,14.3419,153.677,1.1274
44102.33056,6.80222,13.234,4.90185,82.0805,0.218404,63.4614,14.3852,155.792,1.127
44102.34097,6.82808,13.4384,5.12106,82.267,0.219869,63.4997,14.3639,156.625,1.12645
44102.35139,6.85977,13.6982,5.31244,82.0238,0.218388,63.3109,14.4063,156.304,1.12543
44102.36181,6.89026,14,5.47703,82.4397,0.236341,62.6013,14.6138,156.817,1.12459
44102.37222,6.93701,14.3519,5.60412,82.139,0.219518,61.7253,14.7961,157.65,1.12357
44102.38264,6.9662,14.7581,5.70018,82.7501,0.217391,60.9746,14.9645,158.099,1.12255
44102.39306,7.0046,15.2119,5.7599,83.2667,0.215003,60.6984,15.0785,157.586,1.12133
44102.40347,7.04519,15.723,5.91266,83.4295,0.216618,60.5162,15.2186,156.945,1.12014
44102.41389,7.09373,16.2578,1.316,83.9156,0.213522,60.6701,15.1962,157.202,1.11881
44102.42431,7.1444,16.8111,0.0293036,83.9021,0.212137,60.2362,15.3278,158.163,1.1174
44102.43472,7.21332,17.3735,0.0336841,84.3126,0.212546,60.3018,15.3002,156.817,1.1159
44102.44514,7.2716,17.951,0.0585028,84.3989,0.212547,60.4866,15.2757,155.215,1.11454
44102.45556,7.33197,18.5065,0.110641,84.5759,0.21465,60.1438,15.3394,154.638,1.11286
44102.46597,7.38067,19.0486,0.194527,85.0568,0.214036,60.1888,15.3395,154.638,1.11158
44102.47639,7.4258,19.5563,0.320357,85.159,0.212471,60.4114,15.2824,153.677,1.11022
44102.48681,7.46057,20.0118,0.516096,85.7509,0.211556,60.4214,15.2686,152.78,1.10927
44102.49722,7.49071,20.4381,0.702232,85.9394,0.215715,60.2434,15.3675,151.754,1.1084
44102.50764,7.50949,20.7962,0.802343,85.9484,0.212998,60.4414,15.3409,152.459,1.10747
44102.51806,7.53615,21.1831,0.858093,86.2599,0.214608,60.5535,15.2836,151.754,1.10678
44102.52847,7.54007,21.5292,0.858036,86.6004,0.213527,60.5248,15.3247,152.523,1.10612
44102.53889,7.54407,21.8244,0.812165,86.8138,0.212628,61.0177,15.1919,157.009,1.1055
44102.54931,7.54473,22.0796,0.724495,86.6734,0.215355,60.9959,15.2579,157.394,1.10524
44102.55972,7.53409,22.3156,0.589022,87.0863,0.212629,61.1418,15.1917,158.355,1.10501
44102.57014,7.50544,22.4916,0.422937,86.9174,0.21251,60.9682,15.2679,160.214,1.10497
44102.58056,7.48711,22.6086,0.242956,86.9654,0.210425,61.1638,15.1972,161.816,1.10507
44102.59097,7.45754,22.6833,0.101083,86.8302,0.211773,61.4156,15.1453,161.944,1.10522
44102.60139,7.43597,22.7201,0.0450424,86.8705,0.211111,61.5331,15.1512,160.983,1.10556
44102.61181,7.40088,22.7017,0.0299533,87.1001,0.211806,61.8154,15.0264,165.853,1.10586
44102.62222,7.36586,22.6283,0.0202163,87.2034,0.209082,62.6009,14.8838,165.725,1.10649
44102.63264,7.33315,22.5015,0.0176641,87.0513,0.208483,62.7051,14.8271,165.661,1.10684
44102.64306,7.30383,22.3593,0.0145601,87.1005,0.211168,63.0129,14.7421,165.276,1.10748
44102.65347,7.25865,22.1667,0.0125116,87.2193,0.208521,63.2283,14.6738,166.494,1.10812
44102.66389,7.21229,21.9421,0.0108588,87.287,0.209958,63.4964,14.5984,165.084,1.10885
44102.67431,7.18289,21.739,0.00932009,87.1447,0.207166,63.6872,14.5383,164.315,1.10934
44102.68472,7.13641,21.5013,0.00646645,87.3109,0.207158,64.3283,14.4106,165.212,1.11019
44102.69514,7.07962,21.2514,0.00454669,87.3075,0.20708,64.7411,14.3253,166.558,1.1109
44102.70556,7.01248,20.9728,0.0036878,86.8144,0.205525,64.7254,14.3039,167.071,1.11168
44102.71597,6.97031,20.7198,0.0038458,86.7409,0.207909,65.0172,14.2167,167.968,1.1122
44102.72639,6.92006,20.459,0.00226272,86.5337,0.209328,65.283,14.1667,168.288,1.11303
44102.73681,6.86859,20.1833,0.00131604,86.5258,0.208042,65.3759,14.1594,164.636,1.11363
44102.74722,6.80558,19.9123,0.00043615,86.4132,0.207026,65.6678,14.1101,163.931,1.11436
44102.75764,6.76535,19.6487,0,86.2551,0.208787,65.5293,14.1977,163.162,1.11509
44102.76806,6.71935,19.4144,0.000242962,86.1887,0.208312,65.765,14.1731,164.315,1.11553
44102.77847,6.69049,19.1929,0.000561769,86.0465,0.210561,65.6864,14.2141,163.418,1.11613
44102.78889,6.65929,18.9771,0,85.8167,0.231452,65.5919,14.2208,159.124,1.11673
44102.79931,6.62689,18.7574,0,86.0641,0.210615,65.7045,14.1799,159.252,1.11706
44102.80972,6.6094,18.5531,0,85.7219,0.210968,65.733,14.1713,156.945,1.11756
44102.82014,6.59192,18.3791,0,85.6308,0.210121,65.613,14.2323,157.009,1.11776
44102.83056,6.56869,18.2135,0,85.4682,0.211334,65.7048,14.2159,155.792,1.11827
44102.84097,6.56271,18.0603,0,85.3812,0.210284,65.7925,14.2322,154.382,1.11838
44102.85139,6.54982,17.9058,0,84.9946,0.211516,65.8762,14.2172,153.356,1.11876
44102.86181,6.53576,17.7515,0,84.8367,0.211431,65.7956,14.2337,153.421,1.11911
44102.87222,6.52744,17.5986,0,84.8924,0.212648,65.988,14.165,153.549,1.1192
44102.88264,6.51112,17.484,0,84.484,0.211209,65.8313,14.2058,153.805,1.11958
44102.89306,6.50631,17.3681,0,84.2121,0.211573,65.8574,14.2124,152.716,1.11974
44102.90347,6.50496,17.2536,0,84.1479,0.214692,66.0496,14.1798,152.716,1.11975
44102.91389,6.49437,17.135,0,83.8726,0.213611,65.8883,14.1851,152.395,1.11986
44102.92431,6.48377,17.0166,0,83.5521,0.213482,66.078,14.1565,152.972,1.1201
44102.93472,6.4801,16.8995,0,83.5615,0.213423,65.5586,14.2724,150.473,1.1202
44102.94514,6.48219,16.7757,0,83.4177,0.213911,65.7506,14.207,149.96,1.1204
44102.95556,6.47851,16.6587,0,82.8996,0.213754,65.6455,14.2415,149.511,1.12051
44102.96597,6.47949,16.5608,0,83.0548,0.215563,65.5934,14.2696,150.409,1.12057
44102.97639,6.47472,16.482,0,82.5097,0.214242,65.8214,14.2358,150.216,1.12058
44102.98681,6.47105,16.376,0.168118,82.3536,0.213681,65.7236,14.2662,148.87,1.12075
44102.99722,6.47204,16.2809,0.378772,82.4158,0.2169,65.3126,14.2994,147.653,1.12072
44103.00764,6.46841,16.1953,0.564107,81.7454,0.215868,65.7589,14.2162,147.076,1.12093
44103.01806,6.46361,16.1084,0.731031,81.7932,0.215722,65.4908,14.2937,146.756,1.1209
44103.02847,6.46575,16.0106,0.880248,81.6589,0.215246,65.3846,14.2885,148.101,1.12091
44103.03889,6.46557,15.9116,1.02274,81.3311,0.215259,65.3265,14.3204,147.781,1.12095
44103.04931,6.46658,15.8302,1.16821,80.7268,0.216776,65.1325,14.3455,149.383,1.12094
44103.05972,6.46761,15.761,1.30801,80.871,0.21554,65.2608,14.3323,147.589,1.12098
44103.07014,6.46978,15.6823,1.43883,80.6156,0.216772,65.3054,14.3154,147.781,1.12092
44103.08056,6.48246,15.6375,1.55678,80.301,0.216921,65.5406,14.2552,146.82,1.12091
44103.09097,6.46731,15.5982,1.6618,80.025,0.216544,65.0911,14.3421,145.73,1.12067
44103.10139,6.46956,15.563,1.75469,80.0945,0.216753,65.2954,14.2859,145.025,1.12056
44103.11181,6.47063,15.51,1.83556,79.734,0.216324,64.9676,14.3799,144.769,1.12051
44103.12222,6.47865,15.4545,1.91015,79.7455,0.215128,65.1586,14.3653,144.641,1.12049
44103.13264,6.47043,15.4002,1.97873,79.5342,0.215352,64.991,14.3866,144.705,1.12045
44103.14306,6.47845,15.3406,2.0399,79.4258,0.215329,64.8005,14.4109,143.103,1.12033
44103.15347,6.48296,15.2688,2.10176,79.1959,0.215399,64.7925,14.4373,143.231,1.12024
44103.16389,6.49099,15.2065,2.16532,79.2522,0.214717,64.7884,14.382,141.052,1.12018
44103.17431,6.48971,15.1427,2.22027,78.6369,0.214378,64.6288,14.443,139.065,1.12018
44103.18472,6.49077,15.0844,2.27498,78.7041,0.215146,64.7869,14.4328,140.988,1.11998
44103.19514,6.49298,15.0208,2.32898,78.8658,0.214437,64.7973,14.4533,142.013,1.12017
44103.20556,6.50568,14.9626,2.38085,78.4199,0.214149,64.6469,14.5131,144.32,1.11994
44103.21597,6.50442,14.9084,2.42995,78.556,0.213858,64.66,14.493,141.693,1.12004
44103.22639,6.5113,14.8501,2.47212,78.243,0.213839,64.8351,14.4807,142.398,1.11998
44103.23681,6.51469,14.7905,2.5195,78.3639,0.214349,64.7222,14.4987,143.487,1.11986
44103.24722,6.52044,14.7513,2.59874,77.8777,0.215831,64.8275,14.5141,143.039,1.11969
44103.25764,6.52622,14.7282,2.74058,77.7947,0.216231,64.6356,14.4385,142.526,1.11938
44103.26806,6.53203,14.7201,2.8856,77.553,0.216181,64.833,14.4355,145.474,1.11907
44103.27847,6.54252,14.7296,3.10898,77.3887,0.215879,64.838,14.3904,147.332,1.1187
44103.28889,6.55649,14.7296,3.30641,77.0633,0.216667,64.7262,14.3829,149.511,1.11842
44103.29931,6.56467,14.7526,3.59803,77.107,0.215199,64.8075,14.3878,151.754,1.11784
44103.30972,6.59506,14.8434,3.96492,77.1313,0.215794,64.5142,14.3899,154.19,1.11737
44103.32014,6.6196,14.9246,4.25027,76.5601,0.216264,64.7683,14.3331,155.792,1.11689
44103.33056,6.6384,15.079,4.58115,76.8412,0.215995,64.5649,14.3539,155.792,1.11609
44103.34097,6.67122,15.3121,4.9795,77.077,0.21452,64.1211,14.4432,154.702,1.11511
44103.35139,6.70403,15.5874,5.35258,77.4271,0.215942,63.9705,14.4952,157.714,1.11451
44103.36181,6.74023,15.8356,5.64715,77.5889,0.213759,63.407,14.592,158.163,1.11375
44103.37222,6.77528,16.183,5.9972,77.7723,0.212711,62.7399,14.7575,160.662,1.11274
44103.38264,6.81142,16.5513,6.32434,78.3455,0.212568,62.3145,14.9116,161.431,1.11186
44103.39306,6.84171,16.9417,6.61985,78.8641,0.211926,61.8205,15.0244,162.328,1.11057
44103.40556,6.92042,17.5495,7.02731,79.2188,0.209558,61.6315,15.1116,135.541,1.10997
44103.41597,6.98038,17.9099,7.22743,84.7634,0.209937,61.6768,15.0878,156.304,1.10926
44103.42639,7.0149,18.1683,7.25079,85.568,0.203456,54.1638,14.4633,136.758,1.10861
44103.43681,7.62229,19.7066,7.25377,86.662,0.211001,58.8524,14.9869,153.036,1.1075
44103.44722,7.13765,18.8452,7.58733,88.2307,0.195714,59.017,14.9359,161.624,1.10659
44103.45764,7.17756,19.2782,7.82413,88.4234,0.243423,58.9548,15.0294,165.853,1.10558
44103.46806,7.23219,19.7356,8.24292,89.1053,0.201484,59.1054,14.9832,169.506,1.10495
44103.47847,7.28098,20.1626,8.58839,89.3936,0.235448,59.4074,14.9427,173.543,1.10457
44103.48889,7.30567,20.5865,8.85689,89.8027,0.202852,59.1756,15.0604,177.645,1.10428
44103.49931,7.3269,20.9825,8.98781,90.2249,0.221752,60.2109,14.8912,181.362,1.10387
44103.50972,7.31285,21.3351,9.17065,90.338,0.199558,59.7948,15.0382,185.72,1.10418
44103.52014,7.30115,21.6564,9.26311,90.4858,0.197019,59.919,15.007,189.052,1.1043
44103.53056,7.28495,21.9477,9.29902,90.6029,0.265926,60.0657,14.9911,192.385,1.10455
44103.54097,7.26203,22.1891,9.28853,90.7412,0.197531,60.7696,14.875,198.473,1.10484
44103.55139,7.2403,22.4057,9.23194,90.8885,0.205592,60.6086,14.9187,189.308,1.1051
44103.56181,7.22655,22.5874,9.13277,91.2629,0.211919,60.8991,14.9185,184.053,1.10558
44103.57222,7.20721,22.7003,8.99522,91.7441,0.202685,61.0624,14.858,182.644,1.10619
44103.58264,7.17999,22.7638,8.82156,91.6404,0.206444,61.4909,14.7891,175.53,1.10675
44103.59306,7.15509,22.7483,8.60217,91.271,0.204787,61.8511,14.7677,168.801,1.1076
44103.60347,7.14605,22.7031,8.36784,91.4539,0.200282,61.9731,14.6794,160.47,1.10802
44103.61389,7.11777,22.6255,8.07584,91.3758,0.203621,62.4275,14.6187,155.792,1.10919
44103.62431,7.10082,22.4973,7.76063,91.8522,0.198296,62.9591,14.4895,151.754,1.11
44103.63472,7.0748,22.3269,7.40337,91.9806,0.200157,63.2578,14.4076,147.909,1.11082
44103.64514,7.05101,22.1358,7.012,91.8055,0.202757,63.7982,14.3046,146.115,1.11175
44103.65556,7.02607,21.9113,6.59336,91.468,0.213596,62.7104,13.9283,144.577,1.07856
44103.66597,6.88863,21.8174,6.22102,92.1272,0.213434,50.791,11.5631,140.988,0.976314
44103.67639,7.01131,21.7866,5.79555,79.9681,0.194208,51.4228,11.3992,137.976,0.976657
44103.68681,7.01246,21.532,5.33712,80.5425,0.197465,51.3611,11.3173,137.527,0.976979
44103.69722,7.00906,21.2653,4.8293,80.8654,0.195221,52.169,11.1365,137.207,0.977541
44103.70764,6.98742,20.9673,4.35504,81.0141,0.195034,52.1238,11.0451,137.399,0.978162
44103.71806,6.96688,20.6434,3.83885,80.5445,0.205603,52.4117,10.9252,137.976,0.97869
44103.72847,6.94059,20.355,3.31224,80.625,0.196321,52.8516,10.8569,138.745,0.979318
44103.73889,6.91082,20.0671,2.78009,80.9968,0.196904,52.6674,10.868,139.065,0.979722
44103.74931,6.89015,19.806,2.28109,80.3939,0.197526,52.6936,10.828,139.386,0.980416
44103.75972,6.85913,19.5178,1.84283,80.3804,0.206335,53.3095,10.6746,139.77,0.980963
44103.77014,6.82806,19.2438,1.51178,80.8273,0.198862,53.1079,10.69,139.45,0.981575
44103.78056,6.81069,18.9757,1.2981,80.8594,0.195614,53.0827,10.6382,139.963,0.982126
44103.79097,6.78757,18.7259,1.12414,80.7156,0.197544,53.3995,10.5584,140.091,0.982725
44103.80139,6.76558,18.5024,0.996485,80.5011,0.201054,53.6101,10.4997,140.86,0.983082
44103.81181,6.74586,18.2915,0.934132,80.828,0.215033,53.5286,10.4397,140.347,0.983503
44103.82222,6.72957,18.0767,0.888206,80.865,0.200387,53.5351,10.3708,141.18,0.98396
44103.83264,6.72019,17.9004,0.853082,80.988,0.210873,53.6844,10.3051,142.013,0.984326
44103.84306,6.70159,17.7214,0.850125,80.3763,0.20409,53.6414,10.2824,142.462,0.98444
44103.85347,6.69569,17.5849,0.851463,80.5241,0.213915,53.489,10.3097,143.231,0.984772
44103.86389,6.68748,17.4581,0.867509,80.4437,0.220228,53.4994,10.2291,145.794,0.984947
44103.87431,6.67467,17.3422,0.889415,80.3721,0.204705,53.6788,10.1699,145.538,0.984981
44103.88472,6.66417,17.2386,0.917907,80.3509,0.205104,53.728,10.1098,145.858,0.98516
44103.89514,6.64905,17.1392,0.947723,80.1685,0.210505,54.1989,9.9731,146.692,0.985326
44103.90556,6.63392,17.037,0.967415,79.9619,0.214088,53.9529,9.96877,147.653,0.985471
44103.91597,6.6257,16.9335,1.00628,80.0385,0.20778,53.8458,9.93659,148.23,0.985673
44103.92639,6.61516,16.8274,1.0361,79.8661,0.203894,53.7599,9.92758,149.704,0.985706
44103.93681,6.60348,16.7308,1.04133,80.1233,0.205571,53.8611,9.86631,149.896,0.985782
44103.94722,6.59065,16.6519,1.09094,79.6371,0.213701,53.8241,9.85256,150.344,0.985834
44103.95764,6.5917,16.5771,1.11264,79.6245,0.21176,53.8882,9.76985,151.306,0.985804
44103.96806,6.58,16.4846,1.14116,79.367,0.207825,54.0766,9.68653,151.498,0.985719
44103.97847,6.56828,16.3855,1.1668,79.4637,0.2062,54.125,9.62914,152.139,0.985967
44103.98889,6.56581,16.2822,1.202,79.1119,0.204606,53.6147,9.67279,152.652,0.986051
44103.99931,6.55641,16.1871,1.22616,79.3481,0.216039,53.9728,9.56313,153.613,0.986173
44104.00972,6.55395,16.0975,1.25138,79.1166,0.207063,54.1696,9.50823,153.869,0.986145
44104.02014,6.54337,15.9984,1.27703,79.5047,0.236744,54.2378,9.47958,154.895,0.986235
44104.03056,6.527,15.9061,1.30443,78.8217,0.207343,53.8595,9.4736,156.497,0.986368
44104.04097,6.52336,15.8084,1.32804,78.6761,0.205839,54.0884,9.39247,157.778,0.986402
44104.05139,6.51046,15.7243,1.35207,78.4269,0.209651,54.319,9.36264,157.842,0.986456
44104.06181,6.50684,15.6403,1.37795,78.342,0.209197,54.4058,9.27882,157.65,0.986602
44104.07222,6.49044,15.5548,1.41229,78.6614,0.210397,53.9,9.31976,158.163,0.986631
44104.08264,6.47983,15.464,1.43565,78.1353,0.207937,54.4055,9.21327,158.355,0.986704
44104.09306,6.47735,15.3745,1.46657,78.0866,0.208377,54.0597,9.23169,158.74,0.986774
44104.10347,6.47022,15.2877,1.49408,78.0434,0.207467,54.4401,9.15124,159.316,0.986752
44104.11389,6.45729,15.2078,1.52001,77.8371,0.216501,54.3876,9.11576,159.701,0.986817
44104.12431,6.44784,15.1265,1.55031,77.9192,0.209054,54.4608,9.06431,160.726,0.986925
44104.13472,6.44534,15.0357,1.57441,77.5539,0.211053,54.3835,9.03124,161.752,0.986982
44104.14514,6.44167,14.9436,1.60164,77.0796,0.211702,54.3067,9.03005,161.239,0.987023
44104.15556,6.43218,14.8488,1.63308,77.1062,0.207376,54.5179,9.03172,160.085,0.987185
44104.16597,6.43899,14.7594,1.66001,77.2781,0.212691,54.4637,9.0286,158.483,0.987292
44104.17639,6.44465,14.6754,1.69088,76.9887,0.209464,54.2922,9.0961,157.266,0.987526
44104.18681,6.448,14.6037,1.72118,76.9045,0.219683,54.2608,9.13799,155.92,0.987673
44104.19722,6.44436,14.5292,1.7531,76.8575,0.206218,54.0799,9.18066,154.061,0.987839
44104.20764,6.44538,14.4521,1.7883,76.6012,0.213814,54.1843,9.19717,153.421,0.987968
44104.21806,6.44756,14.3749,1.81886,76.6186,0.208047,54.412,9.17341,152.716,0.988078
44104.22847,6.45672,14.2896,1.85329,76.6834,0.211983,53.7989,9.29105,152.331,0.988198
44104.23889,6.46707,14.2125,1.90424,76.6671,0.209945,54.2135,9.23952,152.652,0.988269
44104.24931,6.47511,14.1461,2.04316,76.3716,0.209491,54.5158,9.20619,152.587,0.988285
44104.25972,6.48435,14.0934,2.27687,76.2601,0.211433,54.256,9.23994,151.434,0.988333
44104.27014,6.4971,14.046,2.5149,75.9673,0.206402,53.8472,9.29919,151.113,0.988357
44104.28056,6.50868,13.9945,2.71858,75.4302,0.210857,53.8994,9.31032,150.985,0.988314
44104.29097,6.51912,13.9567,3.00553,75.7982,0.206812,53.7148,9.31125,150.537,0.988237
44104.30139,6.53426,13.9377,3.57692,75.6996,0.213669,53.7731,9.33272,151.37,0.988078
44104.31181,6.55064,13.9634,4.25126,75.8338,0.218353,53.8682,9.31112,151.306,0.987728
44104.32222,6.57763,14.0676,4.9338,76.2327,0.212581,53.9465,9.28905,150.921,0.987337
44104.33264,6.61642,14.2842,5.677,76.5144,0.209292,53.6166,9.3941,152.652,0.98675
44104.34306,6.6529,14.5644,6.3784,76.313,0.215916,53.3789,9.44578,151.113,0.986175
44104.35347,6.69516,14.884,7.16641,76.5383,0.217695,53.0764,9.51172,151.37,0.985602
44104.36389,6.73504,15.239,7.87372,77.0048,0.212781,52.4368,9.64835,151.178,0.984786
44104.37431,6.77717,15.628,8.57119,77.3132,0.205811,51.8647,9.74916,156.24,0.984157
44104.38472,6.82383,16.0364,9.29452,77.5391,0.204433,51.2081,9.92801,155.856,0.983535
44104.39514,6.87147,16.3474,9.76513,78.3377,0.208388,51.3111,9.95651,156.817,0.982837
44104.40556,6.93872,16.8709,10.6583,78.0235,0.203111,51.0542,10.0706,153.869,0.982019
44104.41597,6.99649,17.2345,11.2027,78.3968,0.202047,51.4323,10.0289,152.267,0.981287
